actor,movie_or_TV_name
Aaron Staton,"Alive (II),The Right Stuff,Castle Rock,Unbelievable,God Friended Me,Narcos: Mexico,For The People,Alex & The List,Girlfriends' Guide to Divorce,My Mother and Other Strangers,Ray Donovan,Mad Men,Preservation,Person of Interest,Newsreaders,Lost Revolution,The Good Wife,L.A. Noire,Boy Meets Girl,Imaginary Bitches,August Rush,One Night,The Nanny Diaries,I Believe in America,Descent,Without a Trace,7th Heaven,Law & Order: Special Victims Unit"
Luisa Rubino,"Narcos: Mexico,Fugitiva,Caer en tentación,Como dice el dicho,La rosa de Guadalupe,Simply María,Por ella soy Eva,The One Who Couldn't Love,Juro que te amo"
Jesse Garcia,"Chagrin,Tell It Like a Woman,Flamin' Hot,The Mother,Ambulance,Once Upon a Time in Aztlan,The Starling,Snowfall,Adverse,Narcos: Mexico,Spinning Dry,El Asesino,The High Life,The Green Ghost,Sick,The Last Ship,Collisions,Chicago P.D.,From Dusk Till Dawn: The Series,Carbon Canyon,Re-Kill,Letter Never Sent,Hostile Border,Looking,Alexander and the Terrible, Horrible, No Good, Very Bad Day,Jarhead 2: Field of Fire,You're the Worst,Ricky & Melinda,Locker 13,The Price We Pay,Longmire,East Los High,Adán,Fortunate Son,Upgrade,CSI: Crime Scene Investigation,The Avengers,House Arrest,Periphery,The EyE of Genie Strauss,Sons of Anarchy,Nice Guys Finish Last,Where the Road Meets the Sun,Without Men,Mamitas,Falling Overnight,The Pee-Wee Herman Show on Broadway,Sold,Three Veils,Bedrooms,Elektra Luxx,Los Foley Guys,Saint John of Las Vegas,NCIS,Days of Wrath,A Beautiful Life,Emilio,Depth Charge,Terminator: The Sarah Connor Chronicles,Good Dick,Law & Order: Criminal Intent,CSI: Miami,The Comebacks,ER,Under the Same Moon,Put It in a Book,American Identity,Marrying God,Justice,Father Figure,The Closer,Walkout,Quinceañera,The Other Side,The Shield,Picnic,Unseen,Unfabulous,Delivery Boy Chronicles,Last Goodbye,Performance Anxiety"
Luis Gerardo Méndez,"Bandidos,Me Time,The Envoys,Narcos: Mexico,The Ultimate Mixologist,Half Brothers,Charlie's Angels,Murder Mystery,Club de Cuervos: Chava en Nueva York,Club de Cuervos,Bayonet,The Ballad of Hugo Sánchez,Time Share,Road to Mars,Sundown,Rebirth,Drunk History: El Lado Borroso De La Historia,Elvira I Will Give You My Life But I'm Using It,Cantinflas,Get Married If You Can,Shakespeare tuvo una hermana,Paradise,I Don't Know Whether to Slit My Wrists or Leave Them Long,We Are the Nobles,XY. La revista,Morelos,La Clinica,La familia P. Luche,El encanto del águila,Bacalar,Against the Wind,The Other Family,3 Shots,Capadocia,Hidalgo - La historia jamás contada.,Gritos de muerte y libertad,180º,Sucedió en un día,Sincronia,Los simuladores,Tiempo final,Mujeres asesinas,Gregoria la cucaracha,Further Away Than Me,Vecinos,Tus amigos,Lola: Érase una vez,Secondary Effects,The Girl on the Stone,Tierra de gringos,Corazón Partido,Manos libres,Santos peregrinos,Gitanas,Ladrón de Corazones"
Érick Israel Consuelo,"#Rats,Rachas Rotas,Un Dia Para Vivir,Como dice el dicho,Narcos: Mexico,Finlandia,Esta historia me suena,Come Play with Me,ZeroZeroZero,I Carry You with Me,Lazareto,Más Allá del Miedo,Champs,La Hija Pródiga,Mujeres Rompiendo el Silencio,Sangre sobre el Lienzo,Juicios Orales,De Familia,Fábulas de almas perdidas,Voces (voices),Un día cualquiera,Lo que callamos las mujeres,Paramedicos,Zona Invadida,La rosa de Guadalupe,1 para 1,La Teniente"
Tenoch Huerta,"Black Panther: Wakanda Forever,Raspala,Tare,Madres,The Forever Purge,Son of Monarchs,El Renacer de una Industria,Dark Forces,Here on Earth,Narcos: Mexico,Bel Canto,Debris,Tigers Are Not Afraid,The Motive,Blue Demon,El silencio es bienvenido,Vive por mí,Mozart in the Jungle,Green,Hasta Que Te Conocí,The Load,Las Aparicio,Spectre,Camino,Semana Santa,The 33,El Más Buscado,Escobar: Paradise Lost,Mercy,Gueros,Inframundo,Stand Clear of the Closing Doors,Ciudadano Buelna,La banqueta,Killing Strangers,Penumbra,The Precocious and Brief Life of Sabina Rivas,De tierra,Cloroformo,Colosio,Outlaws,Get the Gringo,El encanto del águila,Days of Grace,Cristeros y Federales,Busco empleo,Nomads,Los Minondo,El último canto del pájaro Cú,Hell,¿Cómo has estado?,Chicogrande,Depositarios,Marea alta,El horno,Perpetuum Mobile,Sin Nombre,Walking Vengeance,Soy mi madre,Nesio,Capadocia,Casi divas,Café paraíso,Sleep Dealer,The Zone,Déficit,Malamados, en la soledad todo esta permitido,On the Edge"
Alyssa Diaz,"The Rookie,Ray Donovan: The Movie,Batman: The Long Halloween, Part Two,NCIS: Los Angeles,The Way We Weren't,Magnetic Plasma for mass(es) Enlightenment,Ray Donovan,Narcos: Mexico,Life Sentence,Parallel,Zoo,Love Unplugged,Frequency,Lethal Weapon,How to Get Away with Murder,Bones,Lucifer,Keith Broke His Leg,Other People's Children,Grimm,The Bridge,The Last Ship,Army Wives,American Citizen,The Vampire Diaries,Revolution,Red Dawn,Shark Night Cast: Shark Bite,Shark Night,Necessary Roughness,The Nine Lives of Chloe King,Law & Order: LA,Lie to Me,The Jensen Project,Southland,Ben 10: Alien Swarm,Three Rivers,Valentine,CSI: NY,Greek,Oh Baby!,Shark,Sixty Minute Man,The Unit,As the World Turns,How the Garcia Girls Spent Their Summer,Echoes,CSI: Miami,Anyone,Wednesday Afternoon,American Family,The Brothers Garcia"
Julio Cesar Cedillo,"The Black Demon,Chocolate Lizards,Deadland,Chupa,Manos De Oro,The Harder They Fall,Harsh Treatment,Coyote,Narcos: Mexico,Being Rose,Queen of the South,Day 5,NCIS: New Orleans,Hostile Border,Sicario,The Bridge,Frontera,Marco,Dreamer,Line of Duty,The Walking Dead,Cowboys & Aliens,Duke Nukem Forever,All She Can,Chase,The Good Guys,Exposed,Esperanza Beach,Borderlands,Drop Dead Diva,Pink,El descubrimiento,In the Electric Mist,The Fragility of Seconds,The Bookie,Prison Break,Wire in the Blood,The Mist,Bordertown,Killing Down,The Three Burials of Melquiades Estrada,The Alamo,Plastic,This Is Not a Chair,The Life of David Gale,The Terminator: Dawn of Fate,Serving Sara,The Anarchist Cookbook,The Rookie,On the Borderline,All the Pretty Horses,Walker, Texas Ranger,Age of Empires II: The Age of Kings,To Serve and Protect,Logan's War: Bound by Honor,Still Holding On: The Legend of Cadillac Jack,Wishbone's Dog Days of the West,Holy Tortilla,Two for Texas,Rough Riders,Wishbone,Lupin the Third: The Legend of Twilight Gemini,Bottle Rocket,Hexed,Dangerous Curves,Finding the Way Home,Days of Our Lives"
Michael Peña,"Secret Headquarters,Moonfall,Tom and Jerry,Narcos: Mexico,Fantasy Island,Jexi,Dora and the Lost City of Gold,The Mule,Next Gen,Tom Clancy's Jack Ryan,Logic: One Day feat. Ryan Tedder,Extinction,Ant-Man and the Wasp,A Wrinkle in Time,12 Strong,My Little Pony: The Movie,The Lego Ninjago Movie,Dumpster Diving,CHIPS,Collateral Beauty,Morris & the Cow,War on Everyone,Hell and Back,Bill Buddy,The Martian,Ares III: The Right Stuff,Vacation,The Vatican Tapes,Ant-Man,Ares III: Farewell,Gracepoint,Fury,Frontera,Chozen,Cesar Chavez,The List,American Hustle,Turbo,American Dad!,Gangster Squad,End of Watch,Tower Heist,30 Minutes or Less,The Good Doctor,The Lincoln Lawyer,Battle Los Angeles,Eastbound & Down,Everything Must Go,My Son, My Son, What Have Ye Done,Observe and Report,My Name Is Earl,Lions for Lambs,The Lucky Ones,Shooter,World Trade Center,Babel,Fifty Pills,Walkout,Untitled David Diamond/David Weissman Project,Dream,Little Athens,The Shield,CSI: Crime Scene Investigation,Million Dollar Baby,Crash,The Calcium Kid,NYPD Blue,ER,The Twilight Zone,Love Object,The United States of Leland,Andy Richter Controls the Universe,American Family,Men, Women & Dogs,Roswell,Buffalo Soldiers,Semper Fi,The District,Gone in 60 Seconds,Felicity,Bellyfruit,Profiler,Moesha,7th Heaven,La Cucaracha,The Sentinel,Boogie Boy,Homicide: Life on the Street,Touched by an Angel,Star Maps,My Fellow Americans,Pacific Blue,Sports Theater with Shaquille O'Neal,Running Free"
Gerardo Taracena,"Zhai,Podcast, Rapaces Nocturnos,Dale Gas,Sound of Freedom,Esperando Al Gordo,La Ramona,Presencias,El Candidato,La Seductora,Narcos: Mexico,Mentada de Padre,Influencia,Las amantes del narco II,Motel Acqua,40 y 20,Sr. Ávila,Tres Milagros,At the Frontera,Dionisio Juglar,La Hora De Salvador Romero,Casa Caracol,Drunk History: El Lado Borroso De La Historia,Queen of the South,Perseguidos,Le miroir d'Artaud,Cuernito Armani,La Niña de la Mina,Don't Blame the Kid,The Load,El ochenta,Las Aparicio,El Señor de los Cielos,Texas Rising,Princesas de cartón,El Más Buscado,Ramona,Volando Bajo,El Mariachi,Jirón de Niebla,Los hijos de Don Gregorio,Deseo,La lluvia al borde del camino,Potosí,Entre sábanas negras,A donde voy siempre es de noche,El Shakka,Los Kokainos,Las paredes hablan,El Buchon,Dentro de Uno,Dia de Gracia,Capadocia,Come Out and Play,A World for Raúl,4 maras,HOUBA! On the Trail of the Marsupilami,Get the Gringo,Richness of Internal Space,Contratiempo,Ladies Mafia,La Prueba,El Bukanas,Niño Santo,Private Pérez,Sanguinarios del M1,Hell,Sucedió en un día,Lupano Leyva,Los simuladores,Hermanos y detectives,El último chichiluco,Chilango Chronicles,Sin Nombre,Tiempo final,El Pantera,The Zone,6.36311,Dónde estaré esta noche. Teatro de ciertos habitantes,Apocalypto,La reina roja, un misterio maya,Los torcidos,Euthanasia Club,The Violin,Man on Fire,Nikotina exxpress,El misterio del Trinidad,Cabaret Voltaire,El camino de las ceibas,The Mexican,Leaving No Trace,To and Fro,A Trickle of Blood,La hija del Puma"
Andrés Almeida,"Bardo,Me casé con un idiota,Misión: Peligroso,100 días para enamorarnos,La Nave,Ricochet,Here on Earth,Run Coyote Run,R,Ana,Narcos: Mexico,Taquero,Un Papá Pirata,Modern Loves,Diablo Guardián,Alma,Ready to Mingle,Balas Negras,Compulsion,¡Yo soy yo!,Recuperando a mi Ex,Luis Miguel: The Series,Time Share,Opus Zero,Road to Mars,Blue Demon,Carrion,Tales of an Immoral Couple,Treintona, Soltera y Fantástica,La Hermandad,Paraíso perdido,You're Killing Me Susana,Love from the Hood,72 Horas,El color de la pasión,Noches con Platanito,Los héroes del norte,Paradise,La Medida Exacta,Machete Language,The Other Family,Si maneja de noche procure ir acompañado,Los simuladores,Se me hizo fácil,Rudo y Cursi,Terminales,La luz de la oscuridad,40 días,Déficit,Cabecitas,Al Higadote,Guzman Huerta,¿Y cómo es ÉL?,Y tu mamá también,La vanidad de los egipcios,Esmeralda Comes by Night"
Francisco Barreiro,"The Day is Long and Dark (My Friends are Vampires),Northern Skies Over Empty Space,Narcos: Mexico,Mostro,Fauna,Here on Earth,The Howls,Luis Miguel: The Series,El Cesar,La danza de las fieras,Mexico Barbaro 2,La dama de rojo,Tales of Mexico,Camino,Minotaur,A Monster with a Thousand Heads,Scherzo Diabolico,The Cuddle Workshop,The Beginning of Time,ABCs of Death 2,A Quintet,El hombre que terminó con su novia en un vagón del metro,Potosí,Loves Her Gun,Abrigo rojo,4 Noviembre 1990,Here Comes the Devil,Greatest Hits,Days of Grace,We Are What We Are,Perpetuum Mobile,Together,La espera,Todo un gallo,Os vixilantes do camiño"
Teresa Ruiz,"The Blue Mauritius,Untitled Mohammed Amer/Netflix Project,Father Stu,Luis Miguel: The Series,The Marksman,Here on Earth,Narcos: Mexico,The House of Flowers,A Gringo Honeymoon,Days of Our Lives,The Last Ship,Cantinflas,Gang Related,Villa, itinerario de una pasión,Major Crimes,Tlatelolco, Verano de 68,Ciudadano Buelna,Colosio,Mariachi Gringo,El encanto del águila,Marcelino Pan y Vino,Viaje redondo,Bordertown,Welcome Paisano"
Joaquín Cosio,"Infatuacion,Poderoso Victoria,Lecciones para canallas,Esperando Al Gordo,Gentefied,Narcos: Mexico,Maya and the Three,Matando Cabos 2, La Máscara del Máscara,The Suicide Squad,Monstrously Alone,El Candidato,Las Buchonas de tierra blanca,Polvo,Rambo: Last Blood,Spider-Man: Into the Spider-Verse,Sonora, the Devil's Highway,Lady of Steel,Bonez MC & RAF Camora Feat. Gzuz: Kokain,Cinderelo,Belzebuth,Me gusta, pero me asusta,Blue Demon,The Strain,Sr. Ávila,Sundown,Compadres,El Arribo de Conrado Sierra,Purasangre,Las Aparicio,Vidas Violentas,Hot Pursuit,The Thin Yellow Line,Caminos,Heriberto y Demetrio,Sombras,Cantinflas,The Perfect Dictatorship,Villa, itinerario de una pasión,Familia Gang,Con los muertos,Jirón de Niebla,A Night in Old Mexico,Mentir para vivir,The Lone Ranger,Las paredes hablan,The Wild Adventures of El Santos,Kdabra,The Precocious and Brief Life of Sabina Rivas,Bless Me, Ultima,Savages,Marcelo,La revolución de Juan Escopeta,Pastorela,El Diez,A Better Life,Between Night and Day,Private Pérez,Los héroes del norte,Capadocia,Eastbound & Down,Te presento a Laura,Hell,Segurança Nacional,Las Aparicio,Sucedió en un día,El mar muerto,XY. La revista,Estrella de plata,Me importas tú... y tú,Backyard,Rudo y Cursi,Quantum of Solace,Tear This Heart Out,Teo's Journey,Love, Pain and Vice Versa,Hitgirl,Karma,La pared,Encadenados,La verdadera pasión,Sexo y otros secretos,Mientras haya vida,La sangre iluminada,Infierno Grande,Secondary Effects,Un mundo maravilloso,Decisiones,Los Plateados,El otro José,Zapata: Amor en rebeldía,Tin Man,La afición somos todos,Hugoool,Killing Cabos,Without Rhyme or Reason,Una de dos,The Blue Room"
Mayra Hermosillo,"Until the End,Deseo #8,Northern Skies Over Empty Space,Narcos: Mexico,Cell Tale Heart,The Search,Noche Sin Luciérnagas,Hierba Mala,Ultimo 5,Selena's Secret,Falco,En la piel de Lucía,Como te ves, me vi,Nostalgia,The Romantic Barber,La Rabia de Clara,Hijo Prodigo,Walking Distance"
Gorka Lasaosa,"Pocos, buenos y seguros,Narcos: Mexico,Illegal Woman,If I Were Rich Man,14 de abril. La República,Unauthorized Living,Amar es para siempre,The Dark Figure,La que se avecina,Tolerancia cero,El Caso. Crónica de sucesos,Seis hermanas,El discurso de Navidad,Los nuestros,Algo que celebrar,Emprendedores 014,Hermanos,Kubala, Moreno i Manchón,Son los padres,La Riera,Fuga de cerebros 2,Homicidios,Ángel o demonio,El asesinato de Carrero Blanco,Amigos...,Infidels,Tchang,La sombra del pasado,Cucharada,El Gordo: Una historia verdadera,Northern Wind,U.C.O.,Brain Drain,Akemarropa,Lex,Las manos del pianista,Pequeñeces,Gominolas,Countdown,You, Fucking Idiot!,La torre de Babel,El cor de la ciutat,My Name Is Juani,Fuga y saga,Knifed,Chapapote... o no,Abuela de verano,Los hombres de Paco,De moda,Estúpidos, basado en hechos reales,Searching for Love,Joves,Unconscious,Opción C"
Matt Letscher,"How I Met Your Father,DC's Legends of Tomorrow,The Rookie,Narcos: Mexico,The Flash,The Alienist,Will & Grace,Countdown,Dads in Parks,13 Hours,One & Done,The Perfect Stanleys,Day Out of Days,Castle,The Exes,CSI: Crime Scene Investigation,Boardwalk Empire,Teacher of the Year,Grace of a Stranger,The Carrie Diaries,Her,Ending Up,Devil's Knot,Scandal,War of the Worlds: Goliath,Bent,Spring/Fall,Pound Puppies,The Good Wife,Awkward Situations for Men,Radio Free Albemuth,BioShock 2: Minerva's Den,Drop Dead Diva,Amish Grace,Brothers & Sisters,BioShock 2,Medium,Entourage,Eli Stone,The Hustler,Towelhead,The New Adventures of Old Christine,CSI: Miami,Boston Legal,52 Fights,Justice,Saved,The West Wing,Fertile Ground,Heart of the Beholder,Joey,Criminal Minds,Good Morning, Miami,Straight-Jacket,Identity,Gods and Generals,Providence,King of Texas,Super Sucker,Count Me In,This Could Work,When Billie Beat Bobby,Jackie, Ethel, Joan: The Women of Camelot,Madison,I'll Wave Back,The Beach Boys: An American Family,Love American Style,NYPD Blue,Living in Captivity,The Mask of Zorro,Almost Perfect,Lovelife,Townies,Power 98,The Golem,Stolen Innocence,Prehysteria! 3,Silk Stalkings,The Watcher,Vanishing Son,Not This Part of the World,Ellen,The Larry Sanders Show,Long Shadows,Dr. Quinn, Medicine Woman,Gettysburg,Saved by the Bell: The College Years"
Diego Luna,"Andor,DC League of Super-Pets,Narcos: Mexico,Maya and the Three,Trollhunters: Rise of the Titans,Wizards,Home Movie: The Princess Bride,Wander Darkly,A Rainy Day in New York,3Below: Tales of Arcadia,Berlin, I Love You,Crow: The Legend,If Beale Street Could Talk,Trollhunters: Tales of Arcadia,Star Wars: Secrets of the Empire,Flatliners,Rogue One: A Star Wars Story,The Bad Batch,Blood Father,Casanova,If He Hollers,Book of Life: Sugar Smash,The Book of Life,American Dad!,Elysium,Casa de mi Padre,Contraband,Katy Perry: The One That Got Away,Gritos de muerte y libertad,Rudo y Cursi,Walking Vengeance,Milk,Mister Lonely,The Night Buffalo,Fade to Black,Un mundo maravilloso,Only God Knows,Criminal,The Terminal,Dirty Dancing: Havana Nights,Nicotina,Open Range,Carambola,Soldiers of Salamina,Vampires: Los Muertos,Frida,Dark City,Fidel,Todos los aviones del mundo,Never Too Young to Dream,Y tu mamá también,Before Night Falls,Todo el poder,La vida en el espejo,Perriférico,A Sweet Scent of Death,The Comet,El amor de mi vida,1,2,3 por mi,A Trickle of Blood,El premio mayor,Morena,Ámbar,Ángeles sin paraíso,El abuelo y yo,The Last New Year,Carrusel,Antonieta"
Manuel Masalva,"Sin Fondo,Narcos: Mexico,La Guzmán,Divina, está en tu corazón,Yago,La rosa de Guadalupe,Como dice el dicho,Hagamos un corto,Mi corazón es tuyo"
Fernanda Urrejola,"The Black Demon,The Woods,El Puño del Cóndor,Cry Macho,Blue Miracle,The Humming of the Beast,Party of Five,Narcos: Mexico,After Her,Imprisoned,American Huaso,No Estoy Loca,Cuenta la leyenda,Bala Loca,20añero a los 40,París: Alaniz 2016,Falabella: Solo Jeans,Chipe Libre,Whispers of the Forest,Graduados,Bring Me the Head of the Machine Gun Woman,Diario secreto de una profesional,La Doña,Karma,Metro Cuadrado,Adios al septimo de linea,Drama,Mujeres de Lujo,Hijos del Monte,Gen Mishima,Amor por accidente,Corazón de María,Floribella,JPT: Justicia para todos,17,Versus,Mi Mejor Enemigo,Welcome to Reality,Perjudícame cariño,Destinos Cruzados,16,La vida es una lotería"
Alejandro Edda,"Infatuacion,Good Savage,Blind Trust,Narcos: Mexico,Daughters of Witches,The Forever Purge,COVID19... Sins & Virtues,The Last of Us: Part II,The Long Way,Perfecto's Dream,Bonez MC & RAF Camora Feat. Gzuz: Kokain,Happy New Year Tijuana,el Bus,Chance,Cocaine Godmother,#Realityhigh,American Made,Ghost Recon: Wildlands,Lethal Weapon,Fear the Walking Dead,Uncharted 4: A Thief's End,Sundown,The Bridge,Internet Dating,Fightercracker,Enemy Empire,Maria Bonita,Adán,Inspector Sanchez,Chips and Salsa,Brothers in Blood,Wake Up,Hacia la vida,Have Love, Will Travel"
Clark Freeman,"Black Hearted Killer,Narcos: Mexico,NCIS,Cortez,NCIS: New Orleans,We Go On,Longmire,Days of Our Lives,NCIS: Los Angeles,Teen Wolf,Masters of Sex,Parks and Recreation,Alpha Must Die,Beverly Hills Chihuahua 2,YellowBrickRoad,Simulacrum®,21 and a Wake-Up,Clock,Steves,Missing Persons,Storm on the Horizon,I My Me! Strawberry Eggs,Family Law"
Fermín Martínez,"Desaparecer Por Completo,Unitled 25 KM/H Remake,1938,Knock Out,Frida and the lighthouse (Teaser),Parientes a la Fuerza,Archivo Muerto,Presencias,Narcos: Mexico,Malibú,The Mosquito Coast,Ok, está bien...,El Clásico,Sin miedo a la verdad,Cruz,Preso No. 1,Selena's Secret,Las Buchonas de tierra blanca,Guardia-García,El Recluso,El Chapo,The Beauty and the Beasts,Luis Miguel: The Series,El Futuro,Juan y Vanesa,Lady of Steel,How to Break Up with Your Douchebag,Los tiempos de Héctor,Oasis,Érase una vez,Mexico Barbaro 2,La Piloto,The Good Mother,Un día cualquiera,Yago,The Chosen,El último camión,De a 20,Hasta Que Te Conocí,Purasangre,Un Respiro,The Thin Yellow Line,Los Reyes del Juego,Crónica de Castas,La canción del abuelo,The Empty Hours,No Me Mandes a Mi,Morelos,XY. La revista,La Cama,Cinnamon,La Noche del Pirata,Drenaje Profundo,Hell,On Childhood,Las ovejas pueden pastar seguras,Vaho,Rudo y Cursi,Nora's Will,Mexican Dream,¡Vámonos a la revolución!,Un día de estos,Sombras del cielo,Capadocia,Tiempo de partir,Love, Pain and Vice Versa,Hitgirl,The Zone,Trade,Dónde estaré esta noche. Teatro de ciertos habitantes,Un mundo maravilloso,The Violin,El otro sueño americano,El mago,Coronado,Frida,The Mexican,Cerro Cora"
